favorite_count,retweet_count
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
21962,25130
